country_code,category,statistic,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
PRT,Urban,Population using at least basic sanitation services (%),98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
PRT,Total,Population using at least basic sanitation services (%),97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
PRT,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PRT,Urban,Population using safely managed sanitation services (%),65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
PRT,Total,Population using safely managed sanitation services (%),60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0
QAT,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
QAT,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
QAT,Total,Population using at least basic sanitation services (%),,,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
QAT,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
QAT,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
QAT,Total,Population using safely managed sanitation services (%),,,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
KOR,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
KOR,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
KOR,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KOR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KOR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KOR,Total,Population using safely managed sanitation services (%),86.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,93.0,94.0,95.0,96.0,97.0,98.0,98.0
MDA,Rural,Population using at least basic sanitation services (%),60.0,61.0,61.0,62.0,63.0,63.0,64.0,65.0,65.0,66.0,67.0,67.0,68.0,69.0,69.0,70.0
MDA,Urban,Population using at least basic sanitation services (%),86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0,88.0,88.0,88.0,88.0,89.0,89.0
MDA,Total,Population using at least basic sanitation services (%),72.0,73.0,73.0,73.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,78.0
MDA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MDA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MDA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MKD,Rural,Population using at least basic sanitation services (%),85.0,85.0,85.0,85.0,85.0,85.0,84.0,84.0,84.0,84.0,83.0,83.0,83.0,83.0,83.0,83.0
MKD,Urban,Population using at least basic sanitation services (%),93.0,93.0,93.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0
MKD,Total,Population using at least basic sanitation services (%),90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
MKD,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MKD,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MKD,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ROU,Rural,Population using at least basic sanitation services (%),,,,,,,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
ROU,Urban,Population using at least basic sanitation services (%),,,,,,,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
ROU,Total,Population using at least basic sanitation services (%),,,,,,,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0
ROU,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ROU,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ROU,Total,Population using safely managed sanitation services (%),,,,,,,45.0,46.0,47.0,48.0,49.0,51.0,52.0,54.0,55.0,57.0
RUS,Rural,Population using at least basic sanitation services (%),55.0,56.0,58.0,59.0,60.0,62.0,63.0,65.0,66.0,67.0,69.0,70.0,72.0,73.0,74.0,76.0
RUS,Urban,Population using at least basic sanitation services (%),94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,93.0,93.0,93.0
RUS,Total,Population using at least basic sanitation services (%),84.0,84.0,84.0,85.0,85.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0
RUS,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
RUS,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
RUS,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
RWA,Rural,Population using at least basic sanitation services (%),42.0,43.0,45.0,46.0,48.0,49.0,51.0,52.0,54.0,55.0,57.0,58.0,60.0,61.0,63.0,64.0
RWA,Urban,Population using at least basic sanitation services (%),57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
RWA,Total,Population using at least basic sanitation services (%),44.0,46.0,47.0,48.0,50.0,51.0,52.0,53.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0
RWA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
RWA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
RWA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KNA,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
KNA,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
KNA,Total,Population using at least basic sanitation services (%),85.0,86.0,87.0,87.0,88.0,89.0,90.0,90.0,91.0,92.0,92.0,92.0,92.0,92.0,,
KNA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KNA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
KNA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LCA,Rural,Population using at least basic sanitation services (%),80.0,80.0,80.0,80.0,81.0,82.0,84.0,85.0,86.0,87.0,89.0,90.0,91.0,92.0,92.0,92.0
LCA,Urban,Population using at least basic sanitation services (%),75.0,75.0,75.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,86.0
LCA,Total,Population using at least basic sanitation services (%),79.0,79.0,79.0,79.0,80.0,81.0,82.0,84.0,85.0,86.0,87.0,89.0,90.0,91.0,91.0,91.0
LCA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LCA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LCA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VCT,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
VCT,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
VCT,Total,Population using at least basic sanitation services (%),71.0,72.0,73.0,74.0,76.0,77.0,78.0,79.0,80.0,81.0,83.0,84.0,85.0,86.0,87.0,87.0
VCT,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VCT,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
VCT,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
WSM,Rural,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,96.0,96.0
WSM,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0
WSM,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0
WSM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
WSM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
WSM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SMR,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
SMR,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
SMR,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SMR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SMR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SMR,Total,Population using safely managed sanitation services (%),78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
STP,Rural,Population using at least basic sanitation services (%),15.0,16.0,17.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,25.0,26.0,27.0,28.0
STP,Urban,Population using at least basic sanitation services (%),26.0,27.0,29.0,30.0,32.0,33.0,34.0,36.0,37.0,38.0,40.0,41.0,42.0,44.0,45.0,47.0
STP,Total,Population using at least basic sanitation services (%),21.0,22.0,23.0,25.0,26.0,27.0,28.0,30.0,31.0,32.0,34.0,35.0,36.0,38.0,39.0,40.0
STP,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
STP,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
STP,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SAU,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
SAU,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
SAU,Total,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SAU,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SAU,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SAU,Total,Population using safely managed sanitation services (%),64.0,64.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,81.0,83.0,84.0,84.0,84.0,84.0
SEN,Rural,Population using at least basic sanitation services (%),25.0,25.0,26.0,27.0,27.0,28.0,29.0,29.0,30.0,31.0,31.0,32.0,33.0,33.0,34.0,35.0
SEN,Urban,Population using at least basic sanitation services (%),59.0,60.0,60.0,61.0,61.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0
SEN,Total,Population using at least basic sanitation services (%),39.0,39.0,40.0,40.0,41.0,42.0,42.0,43.0,44.0,44.0,45.0,46.0,46.0,47.0,48.0,48.0
SEN,Rural,Population using safely managed sanitation services (%),16.0,16.0,16.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0
SEN,Urban,Population using safely managed sanitation services (%),20.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0
SEN,Total,Population using safely managed sanitation services (%),18.0,18.0,18.0,19.0,19.0,20.0,20.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0,24.0
SRB,Rural,Population using at least basic sanitation services (%),97.0,97.0,96.0,96.0,95.0,95.0,95.0,94.0,94.0,93.0,93.0,92.0,92.0,92.0,91.0,91.0
SRB,Urban,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
SRB,Total,Population using at least basic sanitation services (%),98.0,97.0,97.0,97.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0,95.0,95.0,95.0,95.0,95.0
SRB,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SRB,Urban,Population using safely managed sanitation services (%),17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0,14.0
SRB,Total,Population using safely managed sanitation services (%),29.0,29.0,29.0,29.0,29.0,28.0,28.0,27.0,27.0,27.0,26.0,26.0,25.0,25.0,24.0,24.0
SYC,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
SYC,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
SYC,Total,Population using at least basic sanitation services (%),94.0,95.0,95.0,95.0,96.0,96.0,97.0,97.0,98.0,98.0,98.0,99.0,99.0,100.0,100.0,100.0
SYC,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SYC,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SYC,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SLE,Rural,Population using at least basic sanitation services (%),4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0
SLE,Urban,Population using at least basic sanitation services (%),21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0
SLE,Total,Population using at least basic sanitation services (%),10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0
SLE,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SLE,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SLE,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SGP,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
SGP,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SGP,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SGP,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SGP,Urban,Population using safely managed sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SGP,Total,Population using safely managed sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SVK,Rural,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
SVK,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SVK,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SVK,Rural,Population using safely managed sanitation services (%),75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
SVK,Urban,Population using safely managed sanitation services (%),88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
SVK,Total,Population using safely managed sanitation services (%),82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0
SVN,Rural,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SVN,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SVN,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SVN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SVN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SVN,Total,Population using safely managed sanitation services (%),74.0,74.0,74.0,74.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0
SLB,Rural,Population using at least basic sanitation services (%),13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0
SLB,Urban,Population using at least basic sanitation services (%),62.0,62.0,62.0,62.0,62.0,64.0,66.0,67.0,69.0,71.0,72.0,74.0,76.0,76.0,76.0,76.0
SLB,Total,Population using at least basic sanitation services (%),21.0,21.0,21.0,21.0,22.0,23.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,31.0
SLB,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SLB,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SLB,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SOM,Rural,Population using at least basic sanitation services (%),9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
SOM,Urban,Population using at least basic sanitation services (%),50.0,48.0,47.0,46.0,44.0,43.0,41.0,40.0,38.0,37.0,36.0,34.0,33.0,31.0,30.0,28.0
SOM,Total,Population using at least basic sanitation services (%),22.0,22.0,22.0,21.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0,18.0,18.0,17.0,17.0,16.0
SOM,Rural,Population using safely managed sanitation services (%),8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
SOM,Urban,Population using safely managed sanitation services (%),43.0,42.0,40.0,39.0,38.0,37.0,35.0,34.0,33.0,32.0,30.0,29.0,28.0,27.0,26.0,24.0
SOM,Total,Population using safely managed sanitation services (%),20.0,19.0,19.0,19.0,18.0,18.0,18.0,17.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,14.0
ZAF,Rural,Population using at least basic sanitation services (%),45.0,46.0,48.0,49.0,51.0,53.0,54.0,56.0,57.0,59.0,61.0,62.0,64.0,65.0,67.0,69.0
ZAF,Urban,Population using at least basic sanitation services (%),71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0
ZAF,Total,Population using at least basic sanitation services (%),59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,71.0,72.0,73.0
ZAF,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ZAF,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ZAF,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
ESP,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ESP,Rural,Population using safely managed sanitation services (%),93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0,97.0,97.0,97.0,98.0
ESP,Urban,Population using safely managed sanitation services (%),94.0,94.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0
ESP,Total,Population using safely managed sanitation services (%),94.0,94.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0
LKA,Rural,Population using at least basic sanitation services (%),85.0,85.0,86.0,87.0,88.0,88.0,89.0,90.0,91.0,92.0,92.0,93.0,94.0,95.0,95.0,95.0
LKA,Urban,Population using at least basic sanitation services (%),89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
LKA,Total,Population using at least basic sanitation services (%),85.0,86.0,87.0,87.0,88.0,89.0,89.0,90.0,90.0,91.0,92.0,92.0,93.0,94.0,94.0,94.0
LKA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LKA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
LKA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SDN,Rural,Population using at least basic sanitation services (%),11.0,11.0,11.0,11.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,19.0,20.0,21.0,22.0,23.0
SDN,Urban,Population using at least basic sanitation services (%),41.0,41.0,41.0,41.0,41.0,43.0,44.0,46.0,47.0,49.0,50.0,52.0,53.0,55.0,56.0,58.0
SDN,Total,Population using at least basic sanitation services (%),21.0,21.0,21.0,21.0,21.0,22.0,23.0,25.0,26.0,27.0,28.0,30.0,31.0,32.0,33.0,35.0
SDN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SDN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SDN,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SUR,Rural,Population using at least basic sanitation services (%),63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0
SUR,Urban,Population using at least basic sanitation services (%),90.0,90.0,90.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,88.0,88.0,88.0,88.0
SUR,Total,Population using at least basic sanitation services (%),81.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,79.0,79.0,79.0,79.0,79.0
SUR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SUR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SUR,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SWE,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SWE,Urban,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SWE,Total,Population using at least basic sanitation services (%),99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SWE,Rural,Population using safely managed sanitation services (%),86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
SWE,Urban,Population using safely managed sanitation services (%),92.0,92.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
SWE,Total,Population using safely managed sanitation services (%),91.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
CHE,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CHE,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CHE,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CHE,Rural,Population using safely managed sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0
CHE,Urban,Population using safely managed sanitation services (%),98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0
CHE,Total,Population using safely managed sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
SYR,Rural,Population using at least basic sanitation services (%),90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
SYR,Urban,Population using at least basic sanitation services (%),96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
SYR,Total,Population using at least basic sanitation services (%),93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
SYR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SYR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
SYR,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TJK,Rural,Population using at least basic sanitation services (%),89.0,90.0,90.0,91.0,91.0,92.0,92.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0,96.0
TJK,Urban,Population using at least basic sanitation services (%),92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,94.0
TJK,Total,Population using at least basic sanitation services (%),90.0,90.0,91.0,91.0,91.0,92.0,92.0,93.0,93.0,93.0,94.0,94.0,95.0,95.0,95.0,95.0
TJK,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TJK,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TJK,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
THA,Rural,Population using at least basic sanitation services (%),95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
THA,Urban,Population using at least basic sanitation services (%),94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
THA,Total,Population using at least basic sanitation services (%),95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
THA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
THA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
THA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TLS,Rural,Population using at least basic sanitation services (%),,,27.0,27.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0
TLS,Urban,Population using at least basic sanitation services (%),,,54.0,56.0,57.0,59.0,60.0,61.0,63.0,64.0,66.0,67.0,68.0,70.0,71.0,73.0
TLS,Total,Population using at least basic sanitation services (%),,,34.0,35.0,35.0,36.0,37.0,37.0,38.0,39.0,40.0,41.0,41.0,42.0,43.0,44.0
TLS,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TLS,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TLS,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
TGO,Rural,Population using at least basic sanitation services (%),4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
TGO,Urban,Population using at least basic sanitation services (%),25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0
TGO,Total,Population using at least basic sanitation services (%),11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0
