country_code,statistic,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
PLW,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,98,99,99,99,98,99,99,34,99,99,90,96,96,96,98,99,99,98,98,98,94,92,48,68,98,89,99,95,89,98,97
PLW,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,76,89,89,99,99,97,98,95
PAN,BCG immunization coverage among 1-year-olds (%),99,98,83,81,89,94,92,90,92,87,97,87,84,92,95,99,99,99,99,99,99,99,99,99,99,99,98,97,98,99,99,99,98,95,99,99,99,99
PAN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,88,88,88,89,89,89,86,83,79,76,73,81,72,68,90,92,93,93
PAN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,55,62,68,75,82,83,90
PAN,Polio (Pol3) immunization coverage among 1-year-olds (%),70,74,60,84,65,71,72,74,70,72,86,82,77,83,83,86,92,99,97,94,99,95,99,95,92,88,98,84,86,85,95,91,87,81,80,72,86,81
PAN,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,82,66,74,78,89,95,92,87,87,87,92,94
PNG,BCG immunization coverage among 1-year-olds (%),62,64,50,58,66,66,76,74,80,82,92,89,82,94,85,91,80,88,86,82,88,81,84,89,89,90,92,84,85,96,96,99,99,99,98,82,89,79
PNG,Neonates protected at birth against neonatal tetanus (PAB) (%),45,39,32,21,10,25,21,31,62,62,78,75,51,41,51,60,69,68,31,30,24,45,47,46,49,53,57,60,61,61,61,61,70,65,70,70,70,70
PNG,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,44
PNG,Polio (Pol3) immunization coverage among 1-year-olds (%),29,32,27,27,32,34,42,46,48,52,68,68,57,56,60,68,58,35,49,51,51,52,54,62,59,61,67,72,76,79,72,69,81,80,64,74,73,60
PRY,BCG immunization coverage among 1-year-olds (%),31,42,47,55,80,68,51,66,56,66,75,78,84,80,82,82,83,83,84,85,85,86,83,88,97,98,99,98,94,91,93,94,93,91,96,96,94,96
PRY,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,31,61,74,84,77,77,78,75,76,76,72,87,82
PRY,Neonates protected at birth against neonatal tetanus (PAB) (%),26,10,11,18,30,42,53,63,65,66,66,67,85,82,79,75,71,67,61,55,47,39,61,61,68,78,81,74,74,74,85,85,85,85,85,85,85,95
PRY,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,90,86,90,99,93
PRY,Polio (Pol3) immunization coverage among 1-year-olds (%),14,26,39,47,68,99,90,81,70,59,64,68,73,66,70,68,72,75,79,83,86,90,87,86,92,96,98,95,85,82,89,89,89,89,93,93,93,92
PRY,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,85,87,86,90,91,91,93
PER,BCG immunization coverage among 1-year-olds (%),57,63,65,61,64,63,54,61,70,62,83,78,85,87,91,94,99,98,96,97,93,87,92,94,95,95,96,96,97,97,95,91,95,95,94,91,90,84
PER,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,42,56,70,63,54,44,63,66,66
PER,Neonates protected at birth against neonatal tetanus (PAB) (%),,4,4,5,5,5,5,6,9,14,19,24,31,38,44,50,56,62,64,65,66,62,62,63,65,65,66,67,67,67,85,85,85,85,85,85,85,95
PER,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,83,82,89,85,86,90,86,80
PER,Polio (Pol3) immunization coverage among 1-year-olds (%),16,20,23,22,28,47,50,45,61,60,73,74,85,88,87,89,93,91,93,96,93,90,95,95,81,66,94,93,93,92,92,91,94,71,78,88,88,83
PER,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,41,75,84,91,86,86,87,87,85
PHL,BCG immunization coverage among 1-year-olds (%),56,61,66,69,71,76,84,90,95,96,96,97,94,91,86,82,86,91,92,92,92,92,85,86,91,91,91,90,93,90,83,91,89,87,79,80,76,84
PHL,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10,36,42,54,59,67,66,80
PHL,Neonates protected at birth against neonatal tetanus (PAB) (%),8,13,17,23,22,28,31,39,45,53,57,55,56,57,54,54,55,55,55,55,55,56,56,56,57,57,61,58,58,68,75,76,76,80,87,90,90,90
PHL,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,17,36,61
PHL,Polio (Pol3) immunization coverage among 1-year-olds (%),50,46,51,55,56,58,65,72,78,85,88,90,78,74,71,67,74,82,82,79,74,76,77,85,85,90,88,87,91,86,78,87,88,84,77,79,72,91
PHL,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28,1,2,,
POL,BCG immunization coverage among 1-year-olds (%),93,93,93,95,95,95,95,95,95,95,97,94,95,95,94,98,97,96,96,96,96,95,95,93,94,94,94,93,93,94,93,94,94,93,92,94,93,93
POL,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,96,96,97,97,96,90,99,98,97,95,94,95,95,93,95,94,93,93
POL,Polio (Pol3) immunization coverage among 1-year-olds (%),96,95,95,95,95,94,95,96,96,96,96,94,94,95,95,96,97,98,98,98,98,98,98,98,99,99,99,99,96,96,96,96,95,95,94,92,92,92
PRT,BCG immunization coverage among 1-year-olds (%),,74,76,76,79,82,71,78,86,87,88,89,92,91,87,94,87,87,88,85,82,82,81,81,83,89,99,98,98,98,96,97,99,99,99,32,32,
PRT,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,48,56,64,72,79,87,95,95,95,95,95,96,96,96,96,95,95,95
PRT,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,96
PRT,Polio (Pol3) immunization coverage among 1-year-olds (%),18,16,18,20,21,29,78,81,81,88,89,95,93,92,96,96,95,93,96,96,96,96,96,96,95,93,97,96,97,96,97,97,98,98,98,98,98,98
QAT,BCG immunization coverage among 1-year-olds (%),4,28,44,69,73,76,84,85,85,79,97,98,99,99,96,96,98,99,99,99,99,99,99,99,99,99,99,96,97,98,99,97,97,98,90,97,97,99
QAT,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,91,91,95,98,87,91,95,99,98,99,99,99,95,91,92,93
QAT,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,97,98,92,99,94,95,97,98
QAT,Polio (Pol3) immunization coverage among 1-year-olds (%),61,43,37,49,60,71,70,86,69,81,82,86,88,90,91,92,92,92,94,92,91,93,96,93,95,98,95,97,98,98,98,92,93,99,99,99,98,97
QAT,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,55,93,90,97,90,92,99,93
KOR,BCG immunization coverage among 1-year-olds (%),,42,44,45,47,47,47,54,57,70,72,77,83,88,93,93,92,91,75,74,73,81,89,87,93,97,98,96,96,96,96,99,99,99,99,97,98,98
KOR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,39,67,95,95,99,99,99,99,99,99,98,98,97,95,96,97,97,97
KOR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,98,98
KOR,Polio (Pol3) immunization coverage among 1-year-olds (%),,62,70,78,80,80,80,93,91,88,74,79,84,88,93,99,91,81,71,85,99,99,99,94,90,96,98,91,92,95,95,98,99,99,99,98,98,98
MDA,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,92,92,94,95,97,97,98,99,99,99,99,99,99,97,99,98,98,96,98,98,99,96,97,97,97,96
MDA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,69,96,98,98,99,95,97,98,98,96,95,94,93,90,95,92
MDA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,71,77,78
MDA,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,93,92,94,97,99,98,98,98,97,98,98,98,98,99,98,93,96,87,97,96,92,92,92,88,91,90
MDA,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,65,69,62,70,65
MKD,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,95,90,95,98,97,90,97,97,97,91,95,94,99,92,95,94,98,96,94,95,97,99,94,99,97
MKD,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,95,94,95,97,95,95,96,95,95,97,99,98,96,96,96,93,93,97
MKD,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,99,91,95,94,97,94,95,96,91,97,96,95,98,92,96,96,96,95,97,97,98,96,92,95,91
ROU,BCG immunization coverage among 1-year-olds (%),,,,,,,93,95,93,90,90,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,99,99,99,99,99,99,99,98,98,98,84,97
ROU,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,96,97,97,97,96,96,96,96,95,94,93,91,90,88,84,80,76,75
ROU,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,92,90,90,92,95,92,90,92,91,94,94,97,97,98,98,99,99,98,97,97,97,97,96,95,95,94,89,92,88,94,89,89,82
RUS,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,86,87,92,92,93,94,95,96,96,96,97,97,96,97,97,97,96,96,96,95,96,96,96,96,96,95
RUS,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,86,88,93,96,97,97,97,97,97,97,98,97,97,97,97,97,97,97
RUS,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,70
RUS,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,69,82,68,77,87,91,94,97,97,97,97,97,98,98,98,98,98,98,98,97,98,98,97,97,97,96
RWA,BCG immunization coverage among 1-year-olds (%),,51,50,49,66,83,92,92,91,92,92,94,94,82,32,89,93,96,95,94,81,74,81,88,86,91,98,89,93,99,99,99,99,99,99,99,99,99
RWA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,90,95
RWA,Neonates protected at birth against neonatal tetanus (PAB) (%),,5,10,16,22,28,35,47,55,60,85,86,88,69,80,89,74,79,84,89,81,71,79,77,77,79,82,82,85,85,85,85,85,85,90,90,90,90
RWA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,98,98,98,98,98,98
RWA,Polio (Pol3) immunization coverage among 1-year-olds (%),,15,20,25,41,56,86,86,78,93,83,90,86,83,23,84,89,73,79,85,90,76,85,96,89,95,99,98,97,93,93,93,98,98,98,99,99,99
RWA,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,98,98,98,98,98
KNA,BCG immunization coverage among 1-year-olds (%),,,,,,,,,75,78,80,83,86,88,91,94,96,99,99,99,99,95,99,99,89,99,99,97,95,93,91,99,95,94,99,95,96,96
KNA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,99,99,99,98,98,97,96,95,94,99,99,99,90,94,90,90,97,95
KNA,Polio (Pol3) immunization coverage among 1-year-olds (%),76,71,93,91,97,89,99,98,93,99,99,99,99,99,99,99,98,99,97,98,98,99,96,98,95,99,98,99,97,94,90,98,97,96,95,90,99,96
LCA,BCG immunization coverage among 1-year-olds (%),27,44,60,69,80,99,73,89,85,99,94,95,99,95,99,98,89,99,85,99,91,99,95,95,99,97,94,99,99,97,97,99,99,99,89,99,96,88
LCA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,89,73,71,69,67,56,45,33,22,63,74,72,80,62,79,95,88,73
LCA,Polio (Pol3) immunization coverage among 1-year-olds (%),58,65,81,80,84,44,88,86,87,93,90,95,96,97,93,98,88,98,88,89,70,99,90,91,91,95,85,99,96,95,97,99,98,99,99,99,95,80
VCT,BCG immunization coverage among 1-year-olds (%),,,,,32,84,76,90,95,99,99,99,99,99,99,99,99,98,99,99,99,99,91,87,99,95,99,93,87,80,90,99,97,96,98,99,99,99
VCT,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,99,99,86,73,93,88,83,94,94,89,91,92,96,98,99,99,99
VCT,Polio (Pol3) immunization coverage among 1-year-olds (%),26,33,99,84,90,89,95,96,97,97,92,99,99,99,99,97,99,99,99,99,99,99,99,99,99,93,99,99,99,99,99,96,96,97,97,99,99,99
WSM,BCG immunization coverage among 1-year-olds (%),72,84,96,99,97,97,97,98,97,80,97,95,91,94,97,96,98,99,99,99,97,98,98,73,93,86,84,91,98,92,87,95,90,89,89,83,76,83
WSM,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,84,65,45,26,6,36,46,14,30,50,52,72,63,48,44,42
WSM,Polio (Pol3) immunization coverage among 1-year-olds (%),29,66,87,89,96,92,94,93,90,66,88,79,91,92,93,94,95,99,98,94,94,83,85,82,26,55,37,49,54,45,57,60,62,62,58,61,57,71
SMR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,94,94,94,94,94,92,92,90,92,89,85,86,86,81,78
SMR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53
SMR,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,99,99,99,99,99,99,99,99,99,99,99,99,98,98,97,97,97,97,97,97,96,96,96,93,92,92,92,91,94,91,88,86,87,88,88
STP,BCG immunization coverage among 1-year-olds (%),,95,90,86,82,75,99,88,88,94,99,99,83,77,86,95,85,70,80,81,81,92,96,99,99,98,98,98,99,99,99,99,99,97,95,97,92,94
STP,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,76,76,76
STP,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,99,99,99,99,99,99,99,99
STP,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,95,96,96,95
STP,Polio (Pol3) immunization coverage among 1-year-olds (%),,48,48,48,48,48,66,72,72,62,90,87,67,60,69,79,68,73,72,80,87,90,92,94,99,97,97,98,99,99,98,96,96,97,95,96,96,95
STP,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,95
SAU,BCG immunization coverage among 1-year-olds (%),33,49,56,72,88,89,90,91,93,96,90,85,91,93,94,94,91,91,92,92,94,94,98,94,95,96,95,96,98,98,98,98,99,99,98,98,98,97
SAU,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,96,96,97,97,97,97,98,98,98,98,97,98,99,98,96,96,96
SAU,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98
SAU,Polio (Pol3) immunization coverage among 1-year-olds (%),41,53,62,67,76,81,86,89,89,96,92,91,91,94,95,96,93,92,94,93,95,97,95,95,96,96,96,96,98,98,98,98,98,98,98,97,97,97
SAU,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,94,95,95,97
SEN,BCG immunization coverage among 1-year-olds (%),,,,,,,92,92,91,90,90,80,80,80,80,91,81,81,81,90,89,89,70,77,95,92,94,96,98,97,97,97,97,97,95,95,97,99
SEN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,54,75,70
SEN,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,7,14,23,31,38,45,45,41,45,47,54,55,53,54,58,62,64,72,77,78,80,86,85,88,88,88,88,91,91,91,91,91,95
SEN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,89,93,92
SEN,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,55,56,58,56,53,51,59,58,57,80,70,65,60,60,49,49,60,73,87,84,89,93,87,83,76,89,83,89,85,85,92,91
SEN,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,93,94
SRB,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,97,97,97,97,97,96,89,82,85,88,91,94,97,98,99,98,99,98,99,99,98,97,98,98,98,97
SRB,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,78,74,75,96,96,98,90,96,97,87,91,90,90,82,91,86,90,91
SRB,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,84,83,84,90,91,94,93,92,98,93,95,89,96,98,97,93,95,97,91,94,93,97,93,95,93,95
SYC,BCG immunization coverage among 1-year-olds (%),,67,83,98,95,92,94,94,94,94,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,96,99,99,99,99,98,99,99,99
SYC,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,98,99,99,99,99,99,99,98,99,98,99,99,97,98,98,99,99
SYC,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,98,98,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
SYC,Polio (Pol3) immunization coverage among 1-year-olds (%),,16,57,98,95,86,94,89,94,97,99,98,96,96,96,97,99,98,99,99,98,96,99,99,99,99,99,99,99,99,99,99,98,98,99,97,96,97
SYC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
SLE,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,73,74,63,76,89,86,85,83,82,91,96,97,97,98,99,90,90,92,90
SLE,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,50,55
SLE,Neonates protected at birth against neonatal tetanus (PAB) (%),8,11,13,20,23,38,54,69,81,83,85,85,86,87,66,76,83,57,55,53,53,66,77,79,81,83,85,94,97,97,85,85,87,87,85,85,90,90
SLE,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,92,92,83,86,84,90
SLE,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,61,46,38,54,66,69,67,65,63,75,81,84,88,91,92,83,86,84,90
SLE,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,85,95,92
SGP,BCG immunization coverage among 1-year-olds (%),85,83,87,83,93,93,99,98,99,99,99,99,99,98,97,98,98,98,98,99,99,98,98,99,99,98,98,99,99,99,99,99,99,99,99,99,99,99
SGP,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,98,96,96,96,96,95,96,96,96,95,96,96,95,90,90,90,88,90
SGP,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,40,52,60,68,75,78,83
SGP,Polio (Pol3) immunization coverage among 1-year-olds (%),83,88,83,86,81,81,94,95,90,90,85,91,92,92,94,98,97,98,97,97,98,95,94,96,95,96,95,97,97,97,96,96,97,97,96,96,96,96
SGP,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57,
SVK,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,98,92,96,95,93,96,94,93,98,98,98,98,98,98,98,97,98,97,90,,,,,
SVK,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,99,99,99,99,98,98,99,98,99,99,99,99,99,99,98,98,97,97
SVK,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,99,99,98,96,96,96,96
SVK,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,98,98,98,98,98,99,98,99,98,98,99,99,99,99,99,99,99,99,99,98,97,96,96,96
SVN,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,93,99,99,99,98,97,98,96,98,98,97,97,96,,,,,,,,,,,,,
SVN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,98,98,98,98,99,99,99,98,98,98,96,96,96,95,94,96,93,94
SVN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,50,55
SVN,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,98,98,98,98,98,92,90,93,93,93,93,95,94,95,97,97,97,96,96,96,96,95,95,95,94,94
SLB,BCG immunization coverage among 1-year-olds (%),65,43,36,39,61,50,47,66,79,82,87,83,75,66,76,77,96,73,74,99,99,94,87,93,99,96,99,98,92,92,91,94,85,82,81,79,80,78
SLB,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,20,27,29,47,58,65,71,74,76,70,73,81,78,75,75,75,75,75,74,78,82,74,74,84,85,85,85,85,85,85,85,85,85,85
SLB,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,87,81
SLB,Polio (Pol3) immunization coverage among 1-year-olds (%),43,34,22,27,41,36,41,41,63,66,75,74,73,71,65,69,98,70,71,88,88,88,78,84,89,90,99,89,88,90,84,97,88,85,78,85,89,80
SOM,BCG immunization coverage among 1-year-olds (%),6,3,8,7,17,30,28,33,39,31,31,31,37,42,48,46,43,37,54,71,69,70,60,65,50,50,40,38,36,29,41,39,37,37,37,37,37,37
SOM,Neonates protected at birth against neonatal tetanus (PAB) (%),,1,3,6,9,16,26,35,45,48,49,50,49,49,48,48,48,48,47,47,47,48,48,45,45,47,51,50,49,64,64,64,64,64,64,67,67,67
SOM,Polio (Pol3) immunization coverage among 1-year-olds (%),8,2,5,5,11,22,17,25,26,18,18,18,20,21,23,22,21,19,35,40,37,33,40,40,30,35,26,40,40,41,49,49,47,47,47,47,47,47
ZAF,BCG immunization coverage among 1-year-olds (%),,,,71,67,70,61,64,55,73,57,63,66,95,95,95,95,97,94,92,89,86,84,81,77,73,75,74,77,73,70,72,73,73,77,67,74,59
ZAF,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,62,54,46,52,51,49,55,52,57,66,59,58,59,56,62,66,70,60
ZAF,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,,,,,23,26,28,29,30,39,49,59,68,66,62,61,60,59,74,72,75,75,77,77,77,77,80,80,80,90
ZAF,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,58,62,70,69,72,77,69,60
ZAF,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,80,76,77,70,75,70,73,76,82,79,81,73,72,73,72,72,71,71,71,70,70,73,75,79,79,77,75,72,69,65,73,77,75,66,66
ZAF,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,60,67,71,71,76,77,73,63
ESP,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,91,92,94,95,94,90,92,91,90,91,93,94,95,93
ESP,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,91,73,75,82,94,94,94,88,85,88,88,88,91,94,94,95,95,95,98,99,97,96,98,96,97,96,97,97,97,96,97,97,97,94
LKA,BCG immunization coverage among 1-year-olds (%),61,58,65,64,67,71,79,76,81,90,84,88,87,88,86,90,88,96,90,97,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
LKA,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,52,92,90,95,99,98,97,97,97,99,99,99,99,99,99,99,99
LKA,Neonates protected at birth against neonatal tetanus (PAB) (%),45,48,50,51,53,50,53,59,61,64,72,76,82,82,80,81,85,85,80,86,92,92,89,91,91,87,90,91,93,93,86,95,95,95,95,95,95,99
LKA,Polio (Pol3) immunization coverage among 1-year-olds (%),46,45,56,64,65,71,75,79,85,88,86,86,88,90,89,92,92,98,94,99,99,98,98,98,97,99,98,98,98,97,99,99,99,99,99,99,99,99
SDN,BCG immunization coverage among 1-year-olds (%),2,3,3,5,8,12,22,43,54,75,77,78,68,66,60,63,71,70,61,66,56,67,65,69,66,72,77,83,88,82,90,92,92,93,95,88,96,97
